날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2019-12-16,57774,55656,54567,54296,54951,56886,60615,66592,74989,76425,74449,71975,67222,69725,71679,72382,73555,73135,71649,69756,68087,66284,65175,66144
2019-12-17,62554,59970,58661,58184,58918,60405,63372,68048,75092,77487,77227,75916,72043,74642,75285,74621,74995,73939,72227,70420,68576,66824,65741,66958
2019-12-18,63387,60734,59599,59337,60074,61760,65067,69954,76612,77666,76098,73677,69026,71551,72777,73899,75855,75532,73793,72003,70262,68583,67343,68573
2019-12-19,65045,62590,61344,60822,61366,63200,66157,70859,77620,77689,75379,73001,68259,71011,73151,74616,76864,76659,74845,73047,71055,69114,67865,69072
2019-12-20,65473,62947,61493,61059,61653,63220,66330,71137,78147,79158,76920,74701,70632,73494,74654,75505,77069,76128,73821,72009,70417,68746,67716,68979
2019-12-21,65693,63017,61513,61003,60935,61530,62883,63976,66154,66399,66564,66069,64152,64923,65161,64956,65087,65465,65429,64681,63885,63031,63187,64866
2019-12-22,61797,58972,57171,56366,56460,57067,57656,57651,58198,58231,58665,57595,55924,55754,55625,56626,58826,61574,62827,62727,62237,61556,61763,61857
2019-12-23,58730,56693,55291,55025,55823,57795,61397,67564,76486,78779,77644,76187,71860,74573,75415,75736,77016,76495,74461,72438,70468,68624,67589,68511
2019-12-24,64814,62220,60795,60355,60902,62494,65482,70590,78097,79456,77651,74591,69254,71288,72239,73186,74988,74276,72209,70272,68740,67446,66849,68735
2019-12-25,65137,62508,60937,60186,60413,61175,62189,63063,64426,64128,63555,61507,58544,59650,60719,61957,63475,64985,65610,65350,64816,64169,64255,64111
2019-12-26,60820,58474,56978,56594,56973,58686,61776,67069,75341,79011,79431,78951,75571,78554,78956,78367,78465,76664,74346,72297,70296,68363,67356,68859
2019-12-27,65570,63099,61500,60953,61471,63042,66015,70548,77543,78548,76585,74440,69673,71734,72803,73643,75467,74945,72895,71116,69563,67824,66880,68448
2019-12-28,65014,62333,60815,60135,60163,60873,62157,63242,64816,63321,62590,60905,57784,58239,59040,60352,61985,63288,63803,63371,62731,61897,62070,63709
2019-12-29,60893,58281,56492,55877,55915,56464,57006,57046,57571,57988,59182,58989,58315,58452,58504,58872,59788,61815,62540,62138,61620,60890,61254,61462
2019-12-30,58445,55840,54343,53912,54287,56043,59251,64340,72519,75158,74984,73880,70082,72454,73412,73176,73707,72554,70723,69045,67501,65906,65563,67355
2019-12-31,64309,62036,60582,60128,60576,62028,64883,69456,75877,76223,74466,72380,68195,69612,70154,70513,71608,71164,69954,68414,67266,66017,65610,67151
2020-01-01,64007,61534,59447,58163,57884,58078,58341,57987,57336,56044,56036,55119,54390,54190,54602,55903,58261,61297,62946,62863,62330,61763,62019,62377
2020-01-02,59026,56553,55301,54829,55492,57243,60542,66100,74420,77180,77028,75591,71227,73969,75280,75801,76981,76191,74234,72114,70017,67869,66943,68427
2020-01-03,65228,62711,61168,60597,61113,62407,65306,70023,76936,78269,76907,74236,69390,71397,72401,73331,75165,74881,73361,71622,69765,67883,67038,68787
2020-01-04,65628,63021,61554,60957,60849,61563,62489,63565,65287,65058,64492,62409,59148,59190,59634,60586,62423,63810,64475,64128,63498,62801,63007,64745
2020-01-05,61871,59254,57763,57043,57261,57973,58621,58937,58649,56322,55529,53907,52803,53470,54839,56632,58644,61569,63231,63135,62624,62079,62335,62504
2020-01-06,59447,56949,55527,55251,55786,57844,61869,67847,77356,81344,81890,81578,77820,80882,81248,80642,80859,78662,75761,73218,70882,68799,67512,68982
2020-01-07,65215,62704,61081,60563,60840,61943,64920,69104,76701,79889,80147,79630,75915,78441,78655,77672,77530,75338,73072,70932,68683,66871,65817,67151
2020-01-08,63299,60822,59567,59283,60169,61740,64614,68828,76056,78787,79002,78124,74365,77026,77289,76887,77393,75829,73738,71903,70254,68500,67655,69070
2020-01-09,65467,62922,61432,60839,61260,62809,65864,70528,77565,79160,77064,74934,70377,73123,74349,75112,77034,76948,75818,73821,71858,69809,68874,70300
2020-01-10,66672,64001,62544,62030,62485,64021,67097,71744,78544,79247,77142,74182,69080,71259,72242,73112,75314,74992,73829,72193,70772,69024,68147,69412
2020-01-11,66148,63620,61997,61329,61418,61985,63220,64317,66043,65186,64104,62297,59280,59788,60439,61298,63021,64304,65243,64712,64038,63280,63371,64882
2020-01-12,61743,59027,57299,56573,56662,57463,58164,58144,58356,57406,57565,56598,55505,55703,56085,57114,59398,62289,64008,63740,63151,62626,62929,63280
2020-01-13,60250,57870,56573,56268,56909,58982,62837,68921,77817,80242,79803,77896,72927,75085,75866,76206,78553,78670,77341,75263,72946,70691,69352,70534
2020-01-14,66822,64230,62885,62430,62712,64209,67377,72196,79878,82329,80989,78399,73265,75193,76053,76688,78457,78582,77602,75615,73548,71228,69935,71346
2020-01-15,67646,65181,63720,63366,63571,64907,68195,72978,80312,81195,79243,76677,71728,74114,75408,76234,78640,78552,77239,75259,73448,71436,70228,71482
2020-01-16,67954,65489,64147,63518,64012,65359,68336,72922,80383,82352,80577,77722,71952,73792,75050,75870,78505,78751,77667,75619,73560,71334,70139,71404
2020-01-17,67900,65190,63584,62940,63275,64629,67583,72069,79343,81303,80098,77178,71489,73255,73718,74463,76708,76434,75421,73527,71961,69983,68984,70430
2020-01-18,67126,64440,62549,61912,61813,62452,63683,65127,67399,66315,65579,63729,60060,60239,60564,61445,63353,64598,65952,65659,65122,64193,64265,65426
2020-01-19,62457,60034,58432,57590,57685,58167,58810,58898,59559,60144,60608,59554,58449,58483,58378,58820,60278,62571,64497,64373,63852,63244,63441,63741
2020-01-20,60583,58126,56711,56499,57124,59066,62628,68554,76864,78922,77491,75444,70582,72978,74480,75431,77425,77249,76493,74615,72560,70446,69328,70195
2020-01-21,66303,63794,62479,62087,62709,64343,67466,72592,79323,79627,77396,74794,69846,72024,73181,73984,76706,76820,76592,74888,72966,70721,69397,69935
2020-01-22,65975,63451,61755,61194,61546,62955,65727,70216,78042,81438,81426,80788,76860,79265,79254,78317,78310,76459,74648,72673,70980,69229,68307,69130
2020-01-23,65404,62534,60864,60093,60563,61714,64313,68339,74761,76229,74813,71989,66895,67603,67050,65711,65326,64408,64976,64239,63637,62640,62102,63835
2020-01-24,60789,57607,55583,54720,54422,54646,54931,54412,53322,50834,49875,48452,47393,47232,48167,49576,51649,53776,55384,55292,55026,54922,55677,56253
2020-01-25,53565,51357,49850,49100,49127,49822,50628,50851,49307,46289,44769,44270,44393,44635,45171,45987,47374,49481,51548,51864,51992,52379,53601,54692
2020-01-26,52439,50269,48820,48191,48409,49108,49675,49758,49713,48179,47674,46594,45952,46434,47642,48487,50101,52379,54197,54258,53994,53908,54806,55281
2020-01-27,52521,50096,48735,48240,48440,49397,50316,50973,52885,54491,56131,56871,56556,56894,56947,57048,57696,58800,59961,59530,58792,57856,57908,57745
2020-01-28,54555,52174,50879,50476,50950,52584,55897,61059,69174,72476,72152,70633,66919,68971,69737,69882,70876,70111,69409,67839,66322,64659,63731,64385
2020-01-29,60767,58257,56894,56537,57169,58744,61851,66527,73610,76016,74547,72442,68844,71670,72699,72662,73218,71990,71335,69658,68011,66299,65315,65827
2020-01-30,62066,59504,58221,57827,58386,59955,62948,67470,73977,74457,72598,70498,67120,70166,71239,71531,72701,72221,72166,70679,68898,66926,65747,66605
2020-01-31,62938,60133,58824,58203,58857,60329,63267,67634,74055,75262,73873,72196,68582,70940,71474,71340,72259,71545,71285,69968,68599,66817,65994,66815
2020-02-01,63369,60850,59162,58475,58652,59400,60571,61541,63045,63111,63359,62046,58919,59232,59530,59868,60706,61638,63276,63071,62316,61547,61781,62756
2020-02-02,59742,57300,55774,55166,55358,55934,56569,56628,56210,54802,54662,53442,52735,52915,52891,53556,55931,58947,61596,61882,61498,60642,60791,60965
2020-02-03,57886,55601,54372,54208,54948,56787,60905,66912,75252,76775,75469,73392,68912,71245,71933,72538,74823,75097,75186,73482,71515,69414,68356,69214
2020-02-04,65329,62822,61681,61363,61768,63202,66573,71579,77877,77818,75863,73234,68446,70854,72191,73111,75441,75591,75312,73609,71821,69802,68669,69522
2020-02-05,65903,63559,62351,61841,62454,64042,67110,72359,79379,80770,79470,76777,71730,74281,75231,76149,78548,78808,78330,76701,74599,72492,71174,71979
2020-02-06,68397,65877,64430,63958,64384,65723,68709,73778,80475,81493,80127,78005,73623,76555,77580,78037,79699,79072,78269,76264,73967,71779,70428,71251
2020-02-07,67627,65050,63522,62808,63004,64211,66826,71495,78747,79761,78140,75711,71165,73851,74923,75692,77200,76048,74925,72883,71159,69132,68115,68874
2020-02-08,65470,62724,61056,60153,60203,60701,61601,62577,64580,64436,63952,62086,58475,58217,58388,59180,61043,62980,65005,64624,64000,63123,63434,64587
2020-02-09,61641,58989,57584,56821,56971,57618,58227,58196,57240,54693,54283,52892,51860,51795,52332,53598,56302,59648,62394,62873,62327,61517,61728,61923
2020-02-10,58843,56568,55276,54842,55517,57313,61002,66774,74931,76445,74684,71955,66874,68896,69597,70105,71817,71807,71981,70853,69346,67409,66414,67316
2020-02-11,63680,61266,60109,59584,60095,61664,64762,69570,75547,75830,73784,71175,66123,68446,69223,69949,71286,70625,70758,69608,68077,66125,64962,65661
2020-02-12,61922,59403,58006,57634,58125,59667,62478,66785,74140,77356,77688,76814,73246,75821,76104,75164,74911,72321,70670,69187,67722,65961,64959,65762
2020-02-13,62001,59384,58011,57623,57972,59517,62282,66399,72664,74042,72996,71832,67715,69831,70277,70121,70885,70029,70307,69279,67799,66202,65306,65873
2020-02-14,62139,59444,58024,57526,58148,59594,62382,66374,71970,72476,70572,67498,62607,64294,65109,65413,67095,66897,67327,66752,65703,64423,63707,64521
2020-02-15,60935,58339,56952,56272,56460,57281,58300,58940,59912,58403,57252,55747,54326,57506,58841,59039,59048,58838,59908,59731,59178,58683,58789,59970
2020-02-16,56924,54504,53164,52920,53428,54338,55170,55423,56435,57167,58279,57956,56983,56870,56750,57403,59019,61048,63279,63497,63027,62306,62431,62755
2020-02-17,59869,57448,56333,56013,56712,58636,62378,68133,76646,80318,80648,79965,75887,78872,79708,79776,80299,78746,77439,75492,73144,70808,69550,70892
2020-02-18,67426,64984,63620,63043,63429,64697,67817,72569,79098,80338,79210,76370,70824,72462,72778,72907,74774,74840,75098,74143,72172,70095,68818,70274
2020-02-19,66630,64139,62829,62397,62986,64362,67297,71732,77450,77972,76519,73701,68542,70592,71420,71882,73572,72920,72802,71808,70297,68383,67320,68506
2020-02-20,65093,62433,61109,60524,60945,62554,65332,69363,74510,74321,72578,69674,64721,66692,67433,67936,69705,69827,70545,69988,68639,67042,66211,67567
2020-02-21,64010,61252,59767,59338,59874,61364,64162,68014,72956,73398,72397,70518,65339,66492,67638,68836,70280,68984,68275,67277,65941,64561,63644,64805
2020-02-22,61334,58649,57153,56563,56812,57720,58730,59270,60059,58825,58323,56927,54905,55543,55813,56650,57997,59360,61674,62071,61323,60572,60648,62123
2020-02-23,59182,56562,55098,54541,54903,55878,56623,56165,53937,51301,51188,49987,48960,49065,49504,50657,53196,56720,60158,60988,60277,59458,59717,59608
2020-02-24,56672,54316,53114,52901,53896,55943,59573,64627,70399,71041,69593,67249,63338,66082,66768,67363,68857,68148,68300,67507,65937,64343,63274,64558
2020-02-25,60779,58266,57040,56683,57171,58657,61401,65394,72466,75868,76417,76051,72972,75142,75199,74079,73618,71057,69973,68692,66625,64886,64010,65468
2020-02-26,61771,59337,58007,57455,57966,59382,62117,65989,71442,72005,70367,68147,64593,66656,66725,66642,67886,67496,67962,67379,65991,64494,63800,64969
2020-02-27,61576,59060,57612,57249,57646,59171,61828,65559,70327,69860,68619,67199,63428,65564,65901,65942,67278,67289,68280,67922,66391,64800,63968,65112
2020-02-28,61613,58945,57581,57119,57442,58824,61347,65225,71496,73790,74398,74128,71053,73423,73511,72815,72663,70140,68785,67400,65570,63879,63301,64575
2020-02-29,61341,58556,57025,56227,56212,56913,57670,58267,59117,58671,58946,57916,55609,55204,54122,54031,55047,56209,58741,59491,58890,58273,58528,59881
2020-03-01,56783,54183,52800,52257,52440,53190,53570,53268,52932,52145,52428,51690,51509,52479,53313,54195,55351,56768,58736,59052,58359,57759,57961,57977
2020-03-02,54852,52812,51823,51701,52490,54601,58074,63016,69056,69529,68288,66214,62096,63666,64291,65329,68076,69274,70171,68802,66442,64915,64353,64304
2020-03-03,60522,58191,56871,56451,57095,58563,61058,64984,69937,69874,69046,67546,63849,66092,67279,67674,68668,68735,69234,68603,66285,64689,64019,63976
2020-03-04,60269,57742,56425,56121,56660,58231,60825,64833,69854,70495,69171,67037,63426,65843,67307,68226,70443,71057,71207,70396,68234,66642,65965,66379
2020-03-05,62828,60418,58932,58502,58878,60210,63008,67072,71279,71160,69865,67592,63059,64698,65439,66037,68306,69503,70711,70477,68188,66476,66046,66586
2020-03-06,63191,60508,59092,58608,59125,60586,63562,66922,70461,70022,68695,66412,62277,63832,64555,64795,66810,67569,68667,68483,66382,64983,64636,64870
2020-03-07,61119,58412,57115,56450,56474,57130,58156,58829,60800,61452,61624,60571,57923,58114,58129,58468,58539,58550,60170,60698,59738,59185,59401,60576
2020-03-08,57548,54951,53550,52930,53288,53938,54379,53881,51590,48998,48455,47089,46108,46063,46233,47622,50005,53115,56394,57799,57409,57162,57417,57137
2020-03-09,54007,51828,50736,50663,51495,53509,56881,61782,68206,69348,68873,67620,64023,66711,68033,68491,69167,68806,68481,67645,65321,63692,63001,63498
2020-03-10,59745,57365,56217,55956,56407,57904,60437,64311,70894,73257,73329,72543,69511,71877,72530,72106,72430,71298,70472,69283,66888,65211,64514,65485
2020-03-11,61942,59438,58266,57951,58365,60006,62874,66019,69154,68595,67463,65311,61234,62959,63722,64530,66664,68177,69189,69069,67071,65541,65050,65799
2020-03-12,62174,59810,58601,58049,58656,60238,62889,65891,69187,68623,67352,65159,60842,62150,62827,63771,66213,67635,68730,68485,66259,64753,64242,65091
2020-03-13,61593,58942,57396,56813,57236,58596,60974,64496,69141,68878,67413,65091,60755,62450,63625,64682,66249,66972,67651,67530,65793,64387,63958,64847
2020-03-14,61420,58915,57517,56901,57174,58215,59295,59178,57889,55759,55433,53837,51308,51857,52325,53256,55251,57002,59420,60529,59532,58911,59136,60149
2020-03-15,57060,54463,53029,52618,52845,53584,54005,53015,50891,49256,49662,49133,48798,49093,49481,50250,52595,55557,58546,59745,59291,58632,58978,59227
2020-03-16,56272,54027,52902,52714,53510,55746,59289,63586,68109,68614,67547,65406,61023,62826,63862,64810,67173,68355,69166,69112,66962,65066,64501,64580
2020-03-17,60790,58290,57103,56625,57240,58632,61009,64547,69446,70633,70478,68927,65148,66410,66107,65724,66786,67325,67992,67923,65841,64205,63570,63857
2020-03-18,59953,57559,56435,56151,56655,58221,60797,63921,67700,66938,64925,62628,58234,59925,60737,61520,63876,64487,65389,66058,64728,63185,62432,62976
2020-03-19,59394,56903,55598,55300,55824,57086,59458,62319,67098,68829,67326,64509,60331,61738,62352,62758,64989,66209,67413,67466,65345,63679,63033,63801
2020-03-20,59996,57492,56182,55921,56439,58086,60748,63005,65269,64551,63306,61305,57479,59267,60204,61003,63121,63847,64724,65121,63397,62154,61561,62356
2020-03-21,58825,56266,54932,54386,54576,55452,56082,56096,55813,54138,53305,51579,49359,50118,50578,51648,53338,54238,56248,57306,56683,56061,55975,56548
2020-03-22,53379,51028,49661,49027,49439,50446,50840,50219,48535,46743,46412,45028,44173,44345,44785,46108,48519,51529,54563,56264,56069,55618,55639,55043
2020-03-23,51887,49919,49030,48934,49904,52033,55436,59013,63015,63075,61943,60213,56549,58543,59492,60419,62640,63792,64881,65294,63590,62237,61438,61406
2020-03-24,57527,55301,54404,53969,54682,56356,58873,61397,64195,63680,62260,59983,56323,58353,59380,60352,62443,63528,64756,65456,63697,62323,61557,61391
2020-03-25,57848,55610,54543,54369,55072,56667,59043,61226,64031,63474,62111,60150,56641,58463,59699,60900,62966,63657,64136,64440,63043,61792,60816,60588
2020-03-26,56763,54712,53816,53340,53925,55348,57679,60912,65336,65924,65546,64965,62575,65363,66448,66418,66984,66107,65598,65073,62991,61498,60582,60541
2020-03-27,56883,54588,53440,53064,53363,54868,56788,60475,66010,67487,67083,66156,62501,63264,62745,62024,62690,62901,63498,63964,62321,61047,60299,60454
2020-03-28,56910,54483,53133,52603,52758,53847,54646,54742,55545,54904,54941,54712,52527,52754,52571,52803,53575,54406,56349,57706,57141,56487,56430,56797
2020-03-29,53705,51374,50185,49660,49932,50846,51032,49605,46920,45357,45789,45412,44813,45012,45632,47753,50050,51961,54357,56117,55702,55230,55185,54615
2020-03-30,51549,49468,48479,48397,49190,51165,54208,57747,61694,62068,60975,59488,55868,57678,58666,59368,61497,62565,63615,64310,62460,61096,60255,60633
2020-03-31,56996,54942,53833,53650,54274,55865,58182,60176,62353,61846,60366,58683,55482,57463,58607,59825,61958,62832,63528,64045,62357,60863,59921,60206
2020-04-01,56621,54413,53433,53144,53753,54980,57392,60769,65114,65397,64143,61552,57316,58822,59709,60492,62431,62782,63483,64500,63282,61972,61170,61611
2020-04-02,58077,55914,54580,54360,54813,56510,58735,60559,63166,62670,61675,60097,56414,58248,59371,60434,62608,63037,63910,64793,63196,61668,60899,61453
2020-04-03,57838,55503,54487,54214,54839,56305,58497,60242,62436,61807,60478,58497,55314,57056,57878,59032,60984,61639,62347,63334,61960,60917,60188,60698
2020-04-04,57117,54735,53595,53161,53339,54110,54543,53756,53005,51668,51144,49354,47152,47620,48061,48879,50570,52429,54914,56817,56493,55821,55729,56713
2020-04-05,53604,51258,50062,49640,50070,51030,51314,49445,46599,44929,45140,44144,43367,43451,44069,45484,47799,51102,54221,56568,56228,55449,55402,54834
2020-04-06,51634,49416,48558,48474,49407,51485,54734,57661,61595,62109,61163,59374,55977,58046,59318,60893,63043,63371,63937,64714,62927,61466,60473,60345
2020-04-07,56622,54568,53693,53275,53816,55285,57504,59784,62977,62957,61670,59688,56277,58215,59476,60362,62229,62591,63309,64082,62752,61267,60374,60063
2020-04-08,56319,54298,53494,53141,53827,55332,57455,59400,62290,62080,61022,59335,56013,57851,58858,59754,61714,62310,62999,64227,63247,61874,61108,60959
2020-04-09,57313,55064,54065,53697,54111,55763,57903,59892,62900,62745,61466,59731,56328,58239,59343,60603,62492,63013,63763,64862,63433,61931,61051,60729
2020-04-10,56997,54681,53579,53065,53602,55073,57310,59551,62758,63127,62393,61115,58280,60334,61181,61682,62816,62471,62495,63376,62039,60691,59900,59928
2020-04-11,56450,54042,52807,52417,52699,53481,53980,53820,54189,53543,53395,53057,51592,52537,52977,53233,53802,53929,55385,56756,56403,55876,55508,56266
2020-04-12,53429,51144,49767,49300,49546,50355,50646,49716,48219,47673,48408,48162,48094,48673,49203,49819,51005,52424,54425,56211,56101,55615,55371,55033
2020-04-13,51933,49885,48892,48864,49689,51568,54468,57782,62358,63073,62212,60798,57349,58833,59143,59744,61759,62394,63290,64411,63043,61644,60791,61158
2020-04-14,57538,55495,54517,54081,54660,56145,57984,59394,61903,61230,59991,58014,54754,56606,57673,58546,60743,61242,61783,62808,61616,60246,59655,60026
2020-04-15,56372,54172,53003,52555,52963,53911,54650,54333,54437,54469,54737,53431,51089,52474,53302,53882,54996,56122,57770,59614,59105,57827,57379,56507
2020-04-16,53169,51246,50387,50238,50911,52548,54841,57018,60607,60625,59482,57748,54725,56684,57862,58934,60909,61526,62174,63018,61590,60303,59033,59048
2020-04-17,55426,53302,52251,51989,52498,53921,56157,59772,65109,66699,65720,64452,61142,63083,63634,63061,63306,62237,61659,62067,61116,59796,58927,59319
2020-04-18,55711,53324,52030,51399,51709,52355,53022,52531,52145,50614,50073,49017,47377,47902,48017,48427,49680,51043,52903,54840,54901,54316,54061,54440
2020-04-19,51412,49116,47772,47231,47619,48244,48620,48331,48588,49206,50244,50503,50674,51259,51901,52443,53268,54301,55220,56027,55659,54859,54530,53988
2020-04-20,50811,48694,47796,47543,48091,50040,53052,56552,61375,62839,62421,61080,58630,61847,63797,64476,64906,63627,63198,63488,62025,60562,59621,59927
2020-04-21,56473,54423,53242,52647,53311,54665,56543,58267,61245,61339,60585,59161,55666,57578,58448,59350,61648,62458,63191,64403,63265,61621,60653,61065
2020-04-22,57253,54955,53947,53588,54114,55263,57041,58677,61792,62290,61699,60806,57904,60109,61373,62225,63857,63461,63493,63868,62514,61246,60608,61077
2020-04-23,57560,55162,53963,53555,54084,55479,57311,59150,62718,63255,61981,59822,56327,58191,59123,59861,61729,62261,62888,64118,63127,61790,61004,60956
2020-04-24,57171,54931,53859,53611,54240,55569,57264,58351,61035,60844,59832,58281,55300,57017,57797,58502,60152,60513,61029,62099,61553,60268,59452,59820
2020-04-25,56341,53808,52503,51921,52239,52775,52699,51574,50930,49618,49588,48573,46822,47456,48033,49110,50589,51498,53045,54861,54989,54480,54169,54692
2020-04-26,51590,49241,48001,47577,47923,48526,48548,46699,44991,43862,44437,43481,42793,43004,43623,45080,47288,49771,52281,54366,54785,54292,53958,53286
2020-04-27,49969,48001,47092,46965,47738,49571,52112,54463,58287,58783,58908,58402,55916,57851,58683,59134,60769,60890,61384,62669,61452,59909,58876,58805
2020-04-28,55101,53121,52234,51902,52456,53706,55430,56782,59474,59168,58252,56695,53588,55683,56600,57581,59576,60157,60618,61242,60464,59177,58134,58112
2020-04-29,54737,52574,51578,51265,51823,52865,54553,55920,58462,58150,57356,55870,53003,54666,55521,56342,58096,58404,58435,59574,59216,58076,57054,57137
2020-04-30,53556,51379,50184,49582,49930,50450,50817,49804,49495,49212,49664,48619,46799,48401,49207,50328,52062,52881,54099,55828,55855,55141,54373,53522
2020-05-01,50008,47993,46956,46581,46670,47082,47752,47699,47827,47011,46240,45277,44750,44920,45654,46633,48795,50544,51914,53376,53435,52510,51476,51381
2020-05-02,48672,46535,45412,44975,45147,45634,46577,46831,47170,47012,47855,47745,47455,48032,48651,49061,49802,50380,51401,52776,52665,51786,50881,51051
2020-05-03,48129,46127,44976,44468,44498,44907,45795,46429,47086,47301,47714,47272,47267,47730,48192,48830,49548,50821,52316,53858,53877,52901,52024,50546
2020-05-04,47519,45609,44733,44439,44887,45933,47984,50191,52793,52694,53157,52314,50688,52162,52994,53882,55671,56557,56449,57080,56424,55008,53664,53087
2020-05-05,49834,48095,46965,46323,46571,47196,48078,48683,50126,51171,52775,53472,53393,54656,55124,54675,54007,53789,54533,56076,56310,55310,54180,52880
2020-05-06,49530,47903,46970,46611,47053,48258,50700,53347,56627,57309,57263,56457,54131,56581,58086,59244,61074,61151,60959,61479,60846,59295,57452,56967
2020-05-07,53532,51626,50575,50260,50501,51268,53117,54751,57598,57886,57979,57171,54843,57036,58742,59904,61485,61594,61558,62127,61322,59710,58003,57009
2020-05-08,53394,51496,50433,49908,50165,51041,52571,54005,56780,57518,57694,57266,55413,58488,60116,61246,62506,61324,60174,60171,59474,58164,56881,56628
2020-05-09,53332,51166,50111,49608,49578,49623,50748,51903,53709,54633,55435,55520,54173,54863,54776,54311,53808,53568,53985,54608,54497,53414,52643,52813
2020-05-10,49907,47681,46456,45849,45955,46332,47130,47415,47835,48212,49079,49149,48497,48497,48536,48628,49244,50488,52265,54106,54608,53871,52886,51513
2020-05-11,48538,46675,45813,45695,46232,47528,49952,52700,56593,57339,57164,56476,54071,56520,58227,59482,61211,61091,61075,61467,60790,59139,57257,56797
2020-05-12,53357,51603,50551,50020,50265,51238,53145,55041,58193,58710,59122,58513,56126,58181,59073,59534,61016,60927,61060,61820,61244,59741,57909,57500
2020-05-13,53906,52072,51026,50566,50839,51811,53581,54886,57476,57685,57527,56375,53713,55985,57266,58442,60358,60725,60552,61203,60661,59391,57868,57193
2020-05-14,53825,51945,50865,50367,50655,51465,53189,55205,58410,58630,58682,58205,56260,58350,59661,60555,62498,62056,61610,62033,61151,59322,57541,57062
2020-05-15,53404,51292,50218,49860,50078,50849,53347,56932,61908,64369,64508,64207,61886,63578,64092,63815,63824,62291,61077,60669,59898,58313,56883,56640
2020-05-16,53353,51179,49929,49407,49352,49570,50544,51131,52399,52220,52413,51990,50406,51048,51592,51939,52179,52091,53012,54363,54733,53685,52733,52629
2020-05-17,49603,47507,46313,45665,45682,46011,46772,46656,46459,45870,45786,45052,44773,45257,45944,47279,49258,51185,53098,54805,55310,54232,53164,51624
2020-05-18,48584,46710,45846,45610,45952,47224,50049,54009,59264,61289,61697,61112,58283,60482,62244,64131,65700,64514,63074,62549,61401,59461,57480,56290
2020-05-19,52734,50969,49892,49318,49674,50374,52661,55775,61085,63282,63817,62329,59407,61040,61440,61523,61707,61362,61301,61715,61174,59469,57749,56678
2020-05-20,53049,51186,50018,49597,50040,50883,52860,55219,58588,58815,58187,57079,54572,57132,58601,59519,60959,60573,60579,61065,60808,59475,57954,56755
2020-05-21,53080,51055,49904,49320,49532,50339,52162,54056,57211,57829,57774,57449,54942,56886,57818,58439,60288,60404,60672,61329,60832,59154,57319,56289
2020-05-22,52685,50754,49665,49153,49274,50156,51803,54099,57692,58564,58465,57233,54798,56733,58337,59383,61067,60573,59774,60159,59993,58328,56594,55683
2020-05-23,52157,50234,49187,48475,48421,48632,48863,48645,49082,48815,49367,48803,47471,48339,48981,49754,51066,51906,52991,54381,54830,53939,52766,52358
2020-05-24,49370,47471,46291,45817,45750,45939,46383,46411,46802,47519,48811,48373,47825,47921,48057,48059,48805,50376,52237,53861,54457,53498,52464,51032
2020-05-25,47940,46270,45250,44946,45503,46662,49562,53518,59206,61081,61128,60400,57818,59563,60372,61578,62174,61524,61242,61671,61120,59324,57275,56076
2020-05-26,52442,50703,49683,49165,49303,50080,52439,55550,60268,61557,61245,59533,56111,58141,59958,60893,62826,62836,62337,62200,61281,59299,57266,55957
2020-05-27,52335,50531,49614,49066,49347,50079,51898,54263,57740,58515,58636,57392,55020,57379,58639,59388,61063,61030,60780,61192,60947,59287,57158,55716
2020-05-28,52169,50190,49290,48911,49148,49958,51923,54338,57835,58816,58632,57700,55400,57870,59221,59709,61657,61697,61415,61643,61232,59204,57107,55950
2020-05-29,52353,50413,49445,49008,49175,49945,51808,53848,57014,57727,57969,57139,55153,57657,59273,60507,61765,61382,60555,60535,60047,58186,56234,55290
2020-05-30,51900,49929,48726,48073,47875,47810,48475,48586,49274,49246,50256,50098,49258,50391,50922,51428,52390,53021,53795,54617,54866,53327,51693,50712
2020-05-31,47941,46027,44995,44384,44316,44533,44944,44695,44534,44926,45960,45937,46388,47714,48616,49421,50170,51504,52778,53750,53975,52632,51067,49581
2020-06-01,46652,45058,44199,44058,44464,45866,48913,53192,57897,59299,59302,58426,56014,58240,59861,60863,62466,62505,62131,61968,61265,59173,56764,55258
2020-06-02,51863,50102,49167,48799,49006,49750,51803,54913,59274,60611,61345,61480,59808,61468,62019,62891,64274,63546,62953,62772,61849,59809,57609,56373
2020-06-03,52894,51059,50056,49657,50015,50733,53101,56720,61703,63760,63525,62465,59930,62507,63830,64703,66004,65768,64871,64671,63718,61474,58886,57264
2020-06-04,53638,51613,50674,50323,50440,51109,53349,56857,61531,63273,63572,62928,61172,63828,65576,66528,67908,67176,66165,66033,64812,62266,59725,57960
2020-06-05,54330,52186,51029,50363,50359,50985,53141,56769,61584,63289,63367,63070,61248,63576,65045,66015,67093,66105,64531,64193,63327,61016,58279,56909
2020-06-06,53320,50957,49643,48809,48542,48452,49140,49705,50901,51352,52670,52504,51888,53350,54267,55405,56500,56730,57277,57780,57796,56263,54318,52608
2020-06-07,49331,47347,46006,45466,45273,45447,45940,46023,46031,46196,47187,46958,46861,47774,48858,50132,51863,53953,55362,56314,56738,55238,53237,51379
2020-06-08,48264,46586,45654,45240,45558,46665,49537,53635,59490,62661,63936,64298,62898,65823,67990,69359,70986,70288,68794,67609,66217,63413,60212,58020
